ticker,company,sector
DN1,DOMINION INCOME TRUST 1,Not Applic
DNL,DYNO NOBEL LIMITED.,Materials
DOC,DOCTOR CARE ANYWHERE GROUP PLC,Health Care Equipment & Services
DOW,DOWNER EDI LIMITED,Commercial & Professional Services
DPM,DPM METALS INC.,Materials
DRE,DREADNOUGHT RESOURCES LTD,Materials
DRO,DRONESHIELD LIMITED,Capital Goods
DRR,DETERRA ROYALTIES LIMITED,Materials
DRX,DIATREME RESOURCES LIMITED,Materials
DSK,DUSK GROUP LIMITED,Consumer Discretionary Distribution & Retail
DSM,DESERT MINERALS LTD,Materials
DTL,DATA#3 LIMITED,Software & Services
DTM,DART MINING NL,Materials
DTR,DATELINE RESOURCES LIMITED,Materials
DTZ,DOTZ NANO LIMITED,Technology Hardware & Equipment
DUB,DUBBER CORPORATION LIMITED,Software & Services
DUG,DUG TECHNOLOGY LTD,Software & Services
DUN,DUNDAS MINERALS LIMITED,Materials
DUR,DURATEC LIMITED,Capital Goods
DVL,DORSAVI LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
DVP,DEVELOP GLOBAL LIMITED,Materials
DWG,DATAWORKS GROUP LIMITED,Software & Services
DXB,DIMERIX LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
DXC,DEXUS CONVENIENCE RETAIL REIT,Equity Real Estate Investment Trusts (REITs)
DXI,DEXUS INDUSTRIA REIT.,Equity Real Estate Investment Trusts (REITs)
DXN,DXN LIMITED,Software & Services
DXS,DEXUS,Equity Real Estate Investment Trusts (REITs)
DYL,DEEP YELLOW LIMITED,Energy
DYM,DYNAMIC METALS LIMITED,Materials
E25,ELEMENT 25 LIMITED,Materials
E79,E79 GOLD MINES LIMITED,Materials
EAX,ENERGY ACTION LIMITED,Commercial & Professional Services
EBO,EBOS GROUP LIMITED,Health Care Equipment & Services
EBR,EBR SYSTEMS INC.,Health Care Equipment & Services
ECH,ECHELON RESOURCES LIMITED,Energy
ECL,EXCELSIOR CAPITAL LTD,Capital Goods
ECP,ECP EMERGING GROWTH LIMITED,Not Applic
ECS,ECS BOTANICS HOLDINGS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
ECT,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,Commercial & Professional Services
EDE,EDEN INNOVATIONS LTD,Energy
EDU,EDU HOLDINGS LIMITED,Consumer Services
EDV,ENDEAVOUR GROUP LIMITED,Consumer Staples Distribution & Retail
EE1,EARTHS ENERGY LIMITED,Materials
EFE,EASTERN RESOURCES LIMITED,Materials
EG1,EVERGOLD MINERALS LIMITED,Materials
EGA,EASTERN GAS CORPORATION LIMITED,Energy
EGG,ENERO GROUP LIMITED,Media & Entertainment
EGH,EUREKA GROUP HOLDINGS LIMITED,Real Estate Management & Development
EGL,ENVIRONMENTAL GROUP LIMITED (THE),Capital Goods
EGR,ECOGRAF LIMITED,Materials
EGY,ENERGY TECHNOLOGIES LIMITED,Capital Goods
EHL,EMECO HOLDINGS LIMITED,Capital Goods
EIQ,ECHOIQ LIMITED,Software & Services
EL8,ELEVATE URANIUM LTD,Energy
ELD,ELDERS LIMITED,"Food, Beverage & Tobacco"
ELS,ELSIGHT LIMITED,Technology Hardware & Equipment
ELT,ELEMENTOS LIMITED,Materials
ELV,ELEVRA LITHIUM LIMITED,Materials
EM2,EAGLE MOUNTAIN MINING LIMITED,Materials
EM3,EMC GOLD CORPORATION,Materials
EMA,EMINENCE MINERALS LIMITED,Materials
EMB,EMBELTON LIMITED,Capital Goods
EMC,EVEREST METALS CORPORATION LTD,Materials
EMD,EMYRIA LIMITED,Health Care Equipment & Services
EME,ENERGY METALS LTD,Energy
EMH,EUROPEAN METALS HOLDINGS LIMITED,Materials
EML,EML PAYMENTS LIMITED,Financial Services
EMN,EURO MANGANESE INC,Materials
EMP,EMPEROR ENERGY LIMITED,Energy
EMR,EMERALD RESOURCES NL,Materials
EMT,EMETALS LIMITED,Not Applic
EMU,EMU NL,Materials
EMUCA,EMU NL,Materials
EMV,EMVISION MEDICAL DEVICES LTD,Health Care Equipment & Services
ENL,ENLITIC INC.,Health Care Equipment & Services
ENN,ELANOR INVESTORS GROUP,Consumer Services
ENP,ENTROPY NEURODYNAMICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
ENR,ENCOUNTER RESOURCES LIMITED,Materials
ENT,ENTERPRISE METALS LIMITED,Materials
ENV,ENOVA MINING LIMITED,Materials
EOL,ENERGY ONE LIMITED,Software & Services
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,Capital Goods
EPI,EPIMINDER LIMITED,Health Care Equipment & Services
EPM,ECLIPSE METALS LIMITED.,Energy
EPN,EPSILON HEALTHCARE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
EPX,EPX LIMITED,Software & Services
EPY,EARLYPAY LTD,Financial Services
EQR,EQ RESOURCES LIMITED,Materials
EQT,EQT HOLDINGS LIMITED,Financial Services
EQU,EQUUS ENERGY LIMITED,Energy
EQX,EQUATORIAL RESOURCES LIMITED,Materials
ERA,ENERGY RESOURCES OF AUSTRALIA LIMITED,Energy
ERD,EROAD LIMITED,Technology Hardware & Equipment
ERE,EUROPEAN RESOURCES LIMITED,Materials
ERG,ENECO REFRESH LTD,"Food, Beverage & Tobacco"
ERL,EMPIRE RESOURCES LIMITED,Materials
ESK,ETHERSTACK PLC,Software & Services
ESR,ESTRELLA RESOURCES LIMITED,Materials
ETM,ENERGY TRANSITION MINERALS LTD,Materials
EUR,EUROPEAN LITHIUM LIMITED,Materials
EV1,EVOLUTION ENERGY MINERALS LIMITED,Materials
EV8,EVERLAST MINERALS LTD.,Materials
EVE,EVE HEALTH GROUP LIMITED.,Financial Services
EVG,EVION GROUP NL,Materials
EVN,EVOLUTION MINING LIMITED,Materials
EVO,EMBARK EARLY EDUCATION LIMITED,Consumer Services
EVR,EV RESOURCES LTD,Materials
EVT,EVT LIMITED,Media & Entertainment
EVZ,EVZ LIMITED,Capital Goods
EWC,ENERGY WORLD CORPORATION LTD,Utilities
EXL,ELIXINOL WELLNESS LIMITED,Household & Personal Products
EXP,EXPERIENCE CO LIMITED,Consumer Services
EXR,ELIXIR ENERGY LIMITED,Energy
EXT,EXCITE TECHNOLOGY SERVICES LTD,Software & Services
EYE,NOVA EYE MEDICAL LIMITED,Health Care Equipment & Services
EZL,EUROZ HARTLEYS GROUP LIMITED,Financial Services
EZZ,EZZ LIFE SCIENCE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
FAL,FALCON METALS LTD,Materials
FAR,FAR LIMITED,Energy
FAU,FIRST AU LIMITED,Materials
FBR,FBR LTD,Capital Goods
FBU,FLETCHER BUILDING LIMITED,Capital Goods
FCG,FREEDOM CARE GROUP HOLDINGS LIMITED,Health Care Equipment & Services
FCL,FINEOS CORPORATION HOLDINGS PLC,Software & Services
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,Software & Services
FDC,FDC CONSOLIDATED HOLDINGS LIMITED,Class Pend
FDR,FINDER ENERGY HOLDINGS LIMITED,Energy
FDV,FRONTIER DIGITAL VENTURES LIMITED,Media & Entertainment
FEG,FAR EAST GOLD LTD,Materials
FEL,FORTE ENERGY LIMITED,Energy
FEX,FENIX RESOURCES LTD,Materials
FFG,FATFISH GROUP LIMITED,Financial Services
FFI,FFI HOLDINGS LIMITED,"Food, Beverage & Tobacco"
FFM,FIREFLY METALS LTD,Materials
FG1,FLYNN GOLD LIMITED,Materials
FGG,FUTURE GENERATION GLOBAL LIMITED,Not Applic
FGH,FORESTA GROUP HOLDINGS LIMITED,Materials
FGR,FIRST GRAPHENE LIMITED,Materials
FGX,FUTURE GENERATION AUSTRALIA LIMITED,Not Applic
FHE,FRONTIER ENERGY LIMITED,Materials
FHS,FREEHILL MINING LIMITED.,Materials
FID,FIDUCIAN GROUP LIMITED,Financial Services
FIN,FIN RESOURCES LIMITED,Materials
FL1,FIRST LITHIUM LIMITED,Materials
FLC,FLUENCE CORPORATION LIMITED,Utilities
FLG,FLAGSHIP MINERALS LIMITED,Materials
FLN,FREELANCER LIMITED,Commercial & Professional Services
FLT,FLIGHT CENTRE TRAVEL GROUP LIMITED,Consumer Services
FLX,FELIX GROUP HOLDINGS LTD,Software & Services
FME,FUTURE METALS NL,Energy
FMG,FORTESCUE LTD,Materials
FML,FOCUS MINERALS LTD,Materials
FMN,FAMIEN RESOURCES LIMITED,Materials
FMR,FMR RESOURCES LIMITED,Materials
FND,FINDI LIMITED,Software & Services
FNR,FAR NORTHERN RESOURCES LIMITED,Materials
FNX,FINEXIA FINANCIAL GROUP LIMITED,Financial Services
FOS,FOS CAPITAL LTD,Capital Goods
FPC,FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,Not Applic
FPH,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,Health Care Equipment & Services
FPR,FLEETPARTNERS GROUP LIMITED,Financial Services
FRB,FIREBIRD METALS LIMITED,Materials
FRE,FIREBRICK PHARMA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
FRI,FINBAR GROUP LIMITED,Real Estate Management & Development
FRM,FARM PRIDE FOODS LIMITED,"Food, Beverage & Tobacco"
FRS,FORRESTANIA RESOURCES LIMITED,Materials
FRW,FREIGHTWAYS GROUP LIMITED,Transportation
FRX,FLEXIROAM LIMITED,Telecommunication Services
FSA,FSA GROUP LIMITED,Financial Services
FSI,FLAGSHIP INVESTMENTS LIMITED,Not Applic
FTI,FORTIFAI LTD,Media & Entertainment
FUL,FULCRUM LITHIUM LTD,Materials
FUN,FORTUNA METALS LTD,Materials
FWD,FLEETWOOD LIMITED,Consumer Durables & Apparel
FXG,FELIX GOLD LIMITED,Materials
FZR,FITZROY RIVER CORPORATION LTD,Energy
G11,G11 RESOURCES LIMITED,Materials
G1C,GROUP ONE CAPITAL LIMITED,Real Estate Management & Development
G50,G50 CORP LIMITED,Materials
G6M,GROUP 6 METALS LIMITED,Materials
G88,GOLDEN MILE RESOURCES LTD,Materials
GA8,GOLDARC RESOURCES LIMITED,Materials
GAL,GALILEO MINING LTD,Materials
GAP,GALE PACIFIC LIMITED,Consumer Durables & Apparel
GAS,STATE GAS LIMITED,Energy
GBE,GLOBE METALS & MINING LIMITED,Materials
GBL,GREAT BEAR EXPLORATION LTD,Energy
GBM,GBM RESOURCES LIMITED.,Materials
GBR,GREAT BOULDER RESOURCES LIMITED,Materials
GC1,GLENNON SMALL COMPANIES LIMITED,Not Applic
GCI,GRYPHON CAPITAL INCOME TRUST,Not Applic
GCMDA,GCM CORPORATION LIMITED,Materials
GCR,GOLDEN CROSS RESOURCES LTD,Materials
GDF,GARDA PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs)
GDG,GENERATION DEVELOPMENT GROUP LIMITED,Insurance
GDI,GDI PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs)
GDM,GREAT DIVIDE MINING LTD,Materials
GDR,GOLDEN DRAGON MINING LTD,Materials
GED,GOLDEN DEEPS LIMITED.,Materials
GEM,G8 EDUCATION LIMITED,Consumer Services
GEN,GENMIN LIMITED,Materials
GES,GENESIS RESOURCES LIMITED,Materials
GFL,GLOBAL MASTERS FUND LIMITED,Not Applic
GG1,GREEN & GOLD MINERALS LIMITED,Materials
GG8,GORILLA GOLD MINES LTD,Materials
GGE,GRAND GULF ENERGY LIMITED,Energy
GGP,GREATLAND RESOURCES LIMITED,Materials
GGR,GOLDEN GLOBE RESOURCES LTD.,Materials
GHM,GOLDEN HORSE MINERALS LIMITED,Materials
GHY,GOLD HYDROGEN LIMITED,Energy
GIB,GIBB RIVER DIAMONDS LIMITED,Materials
GL1,GLOBAL LITHIUM RESOURCES LIMITED,Materials
GLB,GLOBE INTERNATIONAL LIMITED,Consumer Durables & Apparel
GLE,GLG CORP LTD,Consumer Durables & Apparel
GLF,GEMLIFE COMMUNITIES GROUP,Real Estate Management & Development
GLH,GLOBAL HEALTH LIMITED,Health Care Equipment & Services
GLL,GALILEE ENERGY LIMITED,Energy
GLN,GALAN LITHIUM LIMITED,Materials
GLS,L1 GLOBAL LONG SHORT FUND LIMITED,Not Applic
GMD,GENESIS MINERALS LIMITED,Materials
GMG,GOODMAN GROUP,Equity Real Estate Investment Trusts (REITs)
GML,GATEWAY MINING LIMITED,Materials
GMN,GOLD MOUNTAIN LIMITED,Materials
GNC,GRAINCORP LIMITED,Consumer Staples Distribution & Retail
GNE,GENESIS ENERGY LIMITED,Utilities
GNG,GR ENGINEERING SERVICES LIMITED,Materials
GNM,GREAT NORTHERN MINERALS LIMITED,Materials
GNP,GENUSPLUS GROUP LTD,Capital Goods
GOW,GOWING BROS LIMITED,Financial Services
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,Equity Real Estate Investment Trusts (REITs)
GPR,GEOPACIFIC RESOURCES LTD,Materials
GPT,GPT GROUP,Equity Real Estate Investment Trusts (REITs)
GQG,GQG PARTNERS INC.,Financial Services
GR8,GREAT DIRT RESOURCES LTD,Materials
GRE,GREENTECH METALS LIMITED,Materials
GRL,GODOLPHIN RESOURCES LIMITED,Materials
GRR,GRANGE RESOURCES LIMITED.,Materials
GRV,GREENVALE ENERGY LTD,Energy
GRX,GREENX METALS LIMITED,Materials
GSM,GOLDEN STATE MINING LIMITED,Materials
GSN,GREAT SOUTHERN MINING LIMITED,Materials
GSS,GENETIC SIGNATURES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
GT1,GREEN TECHNOLOGY METALS LIMITED,Materials
GT3,GREEN360 TECHNOLOGIES LIMITED,Materials
GTE,GREAT WESTERN EXPLORATION LIMITED.,Materials
GTG,GENETIC TECHNOLOGIES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
GTI,GRATIFII LIMITED,Software & Services
GTK,GENTRACK GROUP LIMITED,Software & Services
GTN,GTN LIMITED,Media & Entertainment
GUL,GULLEWA LIMITED,Materials
GUM,GUMTREE AUSTRALIA MARKETS LIMITED,Media & Entertainment
GVF,STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,Not Applic
GW1,GREENWING RESOURCES LTD,Materials
GWA,GWA GROUP LIMITED.,Capital Goods
GWR,GWR GROUP LIMITED,Materials
GYG,GUZMAN Y GOMEZ LIMITED,Consumer Services
H2G,H2G LIMITED,Commercial & Professional Services
H3E,H3 ENERGY LIMITED,Energy
HAL,HALO TECHNOLOGIES HOLDINGS LTD,Financial Services
HAR,HARANGA RESOURCES LIMITED.,Materials
HAS,HASTINGS TECHNOLOGY METALS LTD,Materials
HAV,HAVILAH RESOURCES LIMITED,Materials
HAW,HAWTHORN RESOURCES LIMITED,Materials
HCF,H&G HIGH CONVICTION LIMITED,Not Applic
HCH,HOT CHILI LIMITED,Materials
HCL,HIGHCOM LIMITED,Capital Goods
HCT,HOLISTA COLLTECH LIMITED,Household & Personal Products
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,Equity Real Estate Investment Trusts (REITs)
HDN,HOMECO DAILY NEEDS REIT,Equity Real Estate Investment Trusts (REITs)
HE8,HELIOS ENERGY LTD,Energy
HFR,HIGHFIELD RESOURCES LIMITED,Materials
HFY,HUBIFY LIMITED,Telecommunication Services
HGH,HEARTLAND GROUP HOLDINGS LIMITED,Banks
HGO,HILLGROVE RESOURCES LIMITED,Materials
HIO,HAWSONS IRON LTD,Materials
HIQ,HITIQ LIMITED,Health Care Equipment & Services
HIT,HITECH GROUP AUSTRALIA LIMITED,Commercial & Professional Services
HLI,HELIA GROUP LIMITED,Financial Services
HLO,HELLOWORLD TRAVEL LIMITED,Consumer Services
HLS,HEALIUS LIMITED,Health Care Equipment & Services
HLX,HELIX RESOURCES LIMITED,Materials
HM1,HEARTS AND MINDS INVESTMENTS LIMITED,Not Applic
HMC,HMC CAPITAL LIMITED,Financial Services
HMD,HERAMED LIMITED,Health Care Equipment & Services
HMG,HAMELIN GOLD LIMITED,Materials
HMI,HIREMII LIMITED,Commercial & Professional Services
HMX,HAMMER METALS LIMITED,Materials
HMY,HARMONEY CORP LIMITED,Financial Services
HOR,HORSESHOE METALS LIMITED,Materials
HPC,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,Household & Personal Products
HPG,HIPAGES GROUP HOLDINGS LTD,Media & Entertainment
HPR,HIGH PEAK ROYALTIES LIMITED,Energy
HRE,HEAVY RARE EARTHS LIMITED,Materials
HRN,HORIZON GOLD LIMITED,Materials
HSN,HANSEN TECHNOLOGIES LIMITED,Software & Services
HT8,HARRIS TECHNOLOGY GROUP LIMITED,Transportation
HTG,HARVEST TECHNOLOGY GROUP LTD,Technology Hardware & Equipment
HTM,HIGH-TECH METALS LTD,Materials
HUB,HUB24 LIMITED,Financial Services
HUM,HUMM GROUP LIMITED,Financial Services
HVN,HARVEY NORMAN HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
HVY,HEAVY MINERALS LIMITED,Materials
HWK,HAWK RESOURCES LIMITED.,Materials
HXL,HEXIMA LIMITED.,"Pharmaceuticals, Biotechnology & Life Sciences"
HYD,HYDRIX LIMITED,Technology Hardware & Equipment
HYT,HYTERRA LTD,Energy
HZN,HORIZON OIL LIMITED,Energy
HZR,HAZER GROUP LIMITED,Materials
I88,INFINI RESOURCES LIMITED,Materials
IAG,INSURANCE AUSTRALIA GROUP LIMITED,Insurance
IAM,INCOME ASSET MANAGEMENT GROUP LIMITED.,Financial Services
IBC,IRONBARK BALANCED INCOME LIMITED,Not Applic
IBR,IRON BEAR RESOURCES LTD,Materials
IBX,IMAGION BIOSYSTEMS LIMITED,Health Care Equipment & Services
ICE,ICETANA LIMITED,Software & Services
ICL,ICENI GOLD LIMITED,Materials
ICR,INTELICARE HOLDINGS LIMITED,Health Care Equipment & Services
ICU,INVESTOR CENTRE LIMITED,Financial Services
ID8,IDENTITII LIMITED,Software & Services
IDA,INDIANA RESOURCES LIMITED,Materials
IDT,IDT AUSTRALIA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
IDX,INTEGRAL DIAGNOSTICS LIMITED,Health Care Equipment & Services
IEL,IDP EDUCATION LIMITED,Consumer Services
IEQ,INTERNATIONAL EQUITIES CORPORATION LIMITED.,Real Estate Management & Development
IFG,INFOCUS GROUP HOLDINGS LIMITED,Software & Services
IFN,INFRAGREEN GROUP LIMITED,Commercial & Professional Services
IFT,INFRATIL LIMITED.,Capital Goods
IG6,INTERNATIONAL GRAPHITE LIMITED,Capital Goods
IGL,IVE GROUP LIMITED,Media & Entertainment
IGN,IGNITE LIMITED,Commercial & Professional Services
IGO,IGO LIMITED,Materials
IIQ,INOVIQ LTD,Health Care Equipment & Services
IKE,IKEGPS GROUP LIMITED,Technology Hardware & Equipment
ILA,ISLAND PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
ILT,ILTANI RESOURCES LIMITED.,Materials
ILU,ILUKA RESOURCES LIMITED,Materials
IMA,IMAGE RESOURCES NL,Materials
IMB,INTELLIGENT MONITORING GROUP LIMITED,Commercial & Professional Services
IMC,IMMURON LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
IMD,IMDEX LIMITED,Materials
IME,IMEXHS LIMITED,Health Care Equipment & Services
IMI,INFINITY MINING LIMITED,Materials
IMM,IMMUTEP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
IMR,IMRICOR MEDICAL SYSTEMS INC.,Health Care Equipment & Services
IMU,IMUGENE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
INA,INGENIA COMMUNITIES GROUP,Equity Real Estate Investment Trusts (REITs)
IND,INDUSTRIAL MINERALS LTD,Materials
INF,INFINITY METALS LIMITED,Materials
ING,INGHAMS GROUP LIMITED,"Food, Beverage & Tobacco"
INR,IONEER LTD,Materials
INV,INVESTSMART GROUP LIMITED,Financial Services
IOD,IODM LIMITED,Software & Services
ION,IONDRIVE LIMITED,Materials
IOV,ION VIDEO LTD,Software & Services
IPC,IMPERIAL PACIFIC LIMITED,Financial Services
IPD,IMPEDIMED LIMITED,Health Care Equipment & Services
IPG,IPD GROUP LTD,Capital Goods
IPH,IPH LIMITED,Commercial & Professional Services
IPT,IMPACT MINERALS LIMITED,Materials
IPX,IPERIONX LIMITED,Materials
IR1,IRIS METALS LIMITED,Materials
IRD,IRON ROAD LIMITED,Materials
IRE,IRESS LIMITED,Software & Services
IRI,INTEGRATED RESEARCH LIMITED,Software & Services
IS3,I SYNERGY GROUP LIMITED,Software & Services
ITM,ITECH MINERALS LTD,Materials
ITS,INFOTRUST LTD,Software & Services
IVG,INVERT GRAPHITE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
IVR,INVESTIGATOR SILVER LIMITED,Materials
IVX,INVION LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
IVZ,INVICTUS ENERGY LTD,Energy
IXC,INVEX THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
IXR,IONIC RARE EARTHS LIMITED,Materials
JAL,JAMESON RESOURCES LIMITED,Materials
JAN,JANISON EDUCATION GROUP LIMITED,Software & Services
JAT,JATCORP LIMITED,Consumer Discretionary Distribution & Retail
JAV,JAVELIN MINERALS LIMITED,Materials
JAY,JAYRIDE GROUP LIMITED,Transportation
JBH,JB HI-FI LIMITED,Consumer Discretionary Distribution & Retail
JCS,JCURVE SOLUTIONS LTD,Software & Services
JDO,JUDO CAPITAL HOLDINGS LIMITED,Banks
JGH,JADE GAS HOLDINGS LIMITED,Materials
JHX,JAMES HARDIE INDUSTRIES PLC,Materials
JIN,JUMBO INTERACTIVE LIMITED,Consumer Services
JLL,JINDALEE LITHIUM LIMITED,Materials
JMS,JUPITER MINES LIMITED.,Materials
JNO,JUNO MINERALS LIMITED,Materials
JNS,JANUS ELECTRIC HOLDINGS LIMITED,Utilities
JPR,JUPITER ENERGY LIMITED,Energy
JYC,JOYCE CORPORATION LTD,Consumer Discretionary Distribution & Retail
KAL,KALGOORLIE GOLD MINING LIMITED,Materials
KAM,K2 ASSET MANAGEMENT HOLDINGS LTD,Financial Services
KAO,KAOKO METALS LIMITED,Materials
KAR,KAROON ENERGY LTD,Energy
KAT,KATANA CAPITAL LIMITED,Not Applic
KAU,KAISER REEF LIMITED,Materials
KBC,KEYBRIDGE CAPITAL LIMITED,Financial Services
KCC,KINCORA COPPER LIMITED,Materials
KCN,KINGSGATE CONSOLIDATED LIMITED.,Materials
KEY,KEY PETROLEUM LIMITED,Energy
KFM,KINGFISHER MINING LTD,Materials
KGL,KGL RESOURCES LIMITED,Materials
KGN,KOGAN.COM LTD,Consumer Discretionary Distribution & Retail
KIT,KAPSTREAM INVESTMENT TRUST,Class Pend
KKC,KKR CREDIT INCOME FUND,Not Applic
KKO,KINETIKO ENERGY LTD,Energy
KLI,KILLI RESOURCES LIMITED,Materials
KLR,KAILI RESOURCES LIMITED,Energy
KLS,KELSIAN GROUP LIMITED,Transportation
KLV,KLEVO REWARDS LIMITED,Commercial & Professional Services
KM1,KALI METALS LIMITED,Materials
KMD,KMD BRANDS LIMITED,Consumer Discretionary Distribution & Retail
KME,KIP MCGRATH EDUCATION CENTRES LIMITED,Consumer Services
KNB,KOONENBERRY GOLD LIMITED,Materials
KNG,KINGSLAND MINERALS LTD,Materials
KNI,KUNIKO LIMITED,Materials
KNO,KNOSYS LIMITED,Software & Services
KOA,THE KOALA COMPANY LIMITED,Consumer Discretionary Distribution & Retail
KOB,KOBA RESOURCES LIMITED,Materials
KOR,KORAB RESOURCES LIMITED,Materials
KOV,KORVEST LTD,Capital Goods
KP2,KORE POTASH PLC,Materials
KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED,Commercial & Professional Services
KPO,KALINA POWER LIMITED,Utilities
KRM,KINGSROSE MINING LIMITED,Materials
KRR,KING RIVER RESOURCES LIMITED,Materials
KSC,K & S CORPORATION LIMITED,Transportation
KSL,KINA SECURITIES LIMITED,Banks
KSN,KINGSTON RESOURCES LIMITED,Materials
KSNN,KINGSTON RESOURCES LIMITED,Materials
KTA,KRAKATOA RESOURCES LIMITED,Materials
KTK,KTEK AEROSYSTEMS LTD,Capital Goods
KYP,KINATICO LTD,Software & Services
KZR,KALAMAZOO RESOURCES LIMITED,Materials
L1G,L1 GROUP LIMITED,Financial Services
L1M,LIGHTNING MINERALS LTD,Materials
LAC,LAC GOLD LIMITED,Materials
LAM,LARAMIDE RESOURCES LTD,Energy
LAT,LATITUDE 66 LIMITED,Materials
LAU,LINDSAY AUSTRALIA LIMITED,Transportation
LBL,LASERBOND LIMITED,Capital Goods
LCE,LONDON CITY EQUITIES LIMITED,Financial Services
LCL,LCL RESOURCES LIMITED,Materials
LCY,LEGACY IRON ORE LIMITED,Materials
LDR,LODE RESOURCES LTD,Materials
LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,Health Care Equipment & Services
LED,LDR CAPITAL PROPERTY FUND,Equity Real Estate Investment Trusts (REITs)
LEG,LEGEND MINING LIMITED,Materials
LEL,LE MINERALS LIMITED,Materials
LEX,LEFROY EXPLORATION LIMITED,Materials
LF1,LA TROBE PRIVATE CREDIT FUND,Not Applic
LFG,LIBERTY FINANCIAL GROUP,Financial Services
LFS,LATITUDE GROUP HOLDINGS LIMITED,Financial Services
LFT,LI-FT POWER LTD.,Materials
LGF,L1 GOLD FUND LIMITED,Not Applic
LGI,LGI LIMITED,Utilities
LGM,LEGACY MINERALS HOLDINGS LIMITED,Materials
LGP,LITTLE GREEN PHARMA LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
LIB,LIBERTY METALS LTD,Materials
LIC,LIFESTYLE COMMUNITIES LIMITED,Real Estate Management & Development
LIN,LINDIAN RESOURCES LIMITED,Materials
LIO,LION ENERGY LIMITED,Energy
LIS,LI-S ENERGY LIMITED,Capital Goods
LIT,LIVIUM LTD,Materials
LKE,LAKE RESOURCES N.L.,Materials
LKO,LAKES BLUE ENERGY NL,Energy
LKY,LOCKSLEY RESOURCES LIMITED,Materials
LLC,LENDLEASE GROUP,Real Estate Management & Development
LLM,LOYAL METALS LTD,Materials
LM1,LEEUWIN METALS LTD,Materials
LM8,LUNNON METALS LIMITED,Materials
LMG,LATROBE MAGNESIUM LIMITED,Materials
LML,LINCOLN MINERALS LIMITED,Materials
LMS,LITCHFIELD MINERALS LIMITED,Materials
LNQ,LINQ MINERALS LIMITED,Materials
LNW,LIGHT & WONDER INC.,Consumer Services
LOT,LOTUS RESOURCES LIMITED,Materials
LOV,LOVISA HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail
LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,Utilities
LPM,LITHIUM PLUS MINERALS LTD.,Materials
LRD,LORD RESOURCES LIMITED,Materials
LRK,LARK DISTILLING CO. LTD,"Food, Beverage & Tobacco"
LRM,LION ROCK MINERALS LTD,Materials
LRT,LOWELL RESOURCES FUND,Not Applic
LRV,LARVOTTO RESOURCES LIMITED,Materials
LSA,LACHLAN STAR LIMITED,Materials
LSF,L1 LONG SHORT FUND LIMITED,Not Applic
LSR,LODESTAR MINERALS LIMITED,Materials
LSX,LION SELECTION GROUP LIMITED.,Not Applic
LTP,LTR PHARMA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
LTR,LIONTOWN LIMITED,Materials
LU7,LITHIUM UNIVERSE LIMITED,Materials
LVE,LOVE GROUP GLOBAL LTD,Software & Services
LYC,LYNAS RARE EARTHS LIMITED,Materials
LYL,LYCOPODIUM LIMITED,Capital Goods
M24,MAMBA EXPLORATION LIMITED,Materials
M2M,MT MALCOLM MINES NL,Materials
M2R,MIRAMAR RESOURCES LIMITED,Materials
M3M,M3 MINING LIMITED,Materials
M4M,MACRO METALS LIMITED,Materials
M79,MAMMOTH MINERALS LIMITED,Materials
M7T,MACH7 TECHNOLOGIES LIMITED,Health Care Equipment & Services
